,order_id,customers,city,state,order_date,total_units,revenue,product_name,category_name,brand_name,store_name,sales_rep
671,238,Annett Rush,Rosedale,NY,2016-05-26,1,499.99,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
672,238,Annett Rush,Rosedale,NY,2016-05-26,2,1199.98,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
673,238,Annett Rush,Rosedale,NY,2016-05-26,1,3999.99,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,Baldwin Bikes,Marcelene Boyer
674,239,Lashawn Ortiz,Longview,TX,2016-05-27,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,Rowlett Bikes,Layla Terrell
675,239,Lashawn Ortiz,Longview,TX,2016-05-27,2,1199.98,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,Rowlett Bikes,Layla Terrell
676,239,Lashawn Ortiz,Longview,TX,2016-05-27,1,449.0,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,Rowlett Bikes,Layla Terrell
677,239,Lashawn Ortiz,Longview,TX,2016-05-27,2,5799.98,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,Rowlett Bikes,Layla Terrell
678,240,Kanesha Vega,Rome,NY,2016-05-27,1,1320.99,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,Baldwin Bikes,Marcelene Boyer
679,240,Kanesha Vega,Rome,NY,2016-05-27,2,898.0,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Marcelene Boyer
680,240,Kanesha Vega,Rome,NY,2016-05-27,1,2999.99,Trek Conduit+ - 2016,Electric Bikes,Trek,Baldwin Bikes,Marcelene Boyer
681,240,Kanesha Vega,Rome,NY,2016-05-27,1,1799.99,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Trek,Baldwin Bikes,Marcelene Boyer
682,241,Divina Madden,Long Beach,NY,2016-05-27,1,3999.99,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,Baldwin Bikes,Venita Daniel
683,242,Almeta Benjamin,Sunnyside,NY,2016-05-27,1,999.99,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,Baldwin Bikes,Venita Daniel
684,243,Barrett Sanders,Longview,TX,2016-05-27,2,999.98,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,Rowlett Bikes,Kali Vargas
685,243,Barrett Sanders,Longview,TX,2016-05-27,2,898.0,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,Rowlett Bikes,Kali Vargas
686,243,Barrett Sanders,Longview,TX,2016-05-27,2,7999.98,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,Rowlett Bikes,Kali Vargas
687,244,Venus Hewitt,Farmingdale,NY,2016-05-28,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
688,244,Venus Hewitt,Farmingdale,NY,2016-05-28,1,499.99,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
689,244,Venus Hewitt,Farmingdale,NY,2016-05-28,1,449.0,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Marcelene Boyer
690,245,Scarlet Yates,Patchogue,NY,2016-05-29,2,3098.0,Surly Straggler - 2016,Cyclocross Bicycles,Surly,Baldwin Bikes,Venita Daniel
691,245,Scarlet Yates,Patchogue,NY,2016-05-29,1,1799.99,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Trek,Baldwin Bikes,Venita Daniel
692,246,Caren Stephens,Scarsdale,NY,2016-05-30,2,858.0,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Marcelene Boyer
693,247,Joann Barber,Santa Monica,CA,2016-05-30,1,499.99,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,Santa Cruz Bikes,Genna Serrano
694,247,Joann Barber,Santa Monica,CA,2016-05-30,1,999.99,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,Santa Cruz Bikes,Genna Serrano
695,248,Kimberley Reynolds,Port Washington,NY,2016-05-30,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Venita Daniel
696,248,Kimberley Reynolds,Port Washington,NY,2016-05-30,2,1199.98,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,Baldwin Bikes,Venita Daniel
697,248,Kimberley Reynolds,Port Washington,NY,2016-05-30,1,429.0,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Venita Daniel
698,248,Kimberley Reynolds,Port Washington,NY,2016-05-30,1,2999.99,Trek Conduit+ - 2016,Electric Bikes,Trek,Baldwin Bikes,Venita Daniel
699,249,Miquel Neal,Staten Island,NY,2016-01-06,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
700,249,Miquel Neal,Staten Island,NY,2016-01-06,2,898.0,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Marcelene Boyer
701,249,Miquel Neal,Staten Island,NY,2016-01-06,2,7999.98,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,Baldwin Bikes,Marcelene Boyer
702,250,Weldon Michael,Huntington,NY,2016-01-06,2,858.0,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Venita Daniel
703,250,Weldon Michael,Huntington,NY,2016-01-06,2,3361.98,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,Baldwin Bikes,Venita Daniel
704,251,Arlena Buckner,New Hyde Park,NY,2016-01-06,2,539.98,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,Baldwin Bikes,Venita Daniel
705,251,Arlena Buckner,New Hyde Park,NY,2016-01-06,2,599.98,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,Baldwin Bikes,Venita Daniel
706,252,Lorrie Becker,Garland,TX,2016-01-06,1,449.0,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,Rowlett Bikes,Kali Vargas
707,252,Lorrie Becker,Garland,TX,2016-01-06,2,3361.98,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,Rowlett Bikes,Kali Vargas
708,252,Lorrie Becker,Garland,TX,2016-01-06,1,2899.99,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,Rowlett Bikes,Kali Vargas
709,253,Earline Gordon,Ronkonkoma,NY,2016-02-06,2,3361.98,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,Baldwin Bikes,Marcelene Boyer
710,254,Faustino Delacruz,South Richmond Hill,NY,2016-03-06,1,549.99,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Venita Daniel
711,254,Faustino Delacruz,South Richmond Hill,NY,2016-03-06,2,939.98,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,Baldwin Bikes,Venita Daniel
712,254,Faustino Delacruz,South Richmond Hill,NY,2016-03-06,1,999.99,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,Baldwin Bikes,Venita Daniel
713,255,Ophelia Rodgers,Hopewell Junction,NY,2016-03-06,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,Baldwin Bikes,Venita Daniel
714,255,Ophelia Rodgers,Hopewell Junction,NY,2016-03-06,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,Baldwin Bikes,Venita Daniel
715,255,Ophelia Rodgers,Hopewell Junction,NY,2016-03-06,2,2641.98,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,Baldwin Bikes,Venita Daniel
716,255,Ophelia Rodgers,Hopewell Junction,NY,2016-03-06,2,1499.98,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,Baldwin Bikes,Venita Daniel
717,256,Theo Reese,Long Beach,NY,2016-04-06,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,Baldwin Bikes,Venita Daniel
718,256,Theo Reese,Long Beach,NY,2016-04-06,1,1680.99,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,Baldwin Bikes,Venita Daniel
719,257,Joeann Garrison,Ontario,CA,2016-05-06,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,Santa Cruz Bikes,Genna Serrano
720,257,Joeann Garrison,Ontario,CA,2016-05-06,1,529.99,Electra Moto 1 - 2016,Cruisers Bicycles,Electra,Santa Cruz Bikes,Genna Serrano
721,257,Joeann Garrison,Ontario,CA,2016-05-06,2,3098.0,Surly Straggler - 2016,Cyclocross Bicycles,Surly,Santa Cruz Bikes,Genna Serrano
722,257,Joeann Garrison,Ontario,CA,2016-05-06,2,3599.98,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Trek,Santa Cruz Bikes,Genna Serrano
723,258,Cecil Hopper,Central Islip,NY,2016-06-06,1,449.0,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Venita Daniel
724,258,Cecil Hopper,Central Islip,NY,2016-06-06,1,449.0,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Venita Daniel
725,258,Cecil Hopper,Central Islip,NY,2016-06-06,1,2899.99,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,Baldwin Bikes,Venita Daniel
726,258,Cecil Hopper,Central Islip,NY,2016-06-06,2,3599.98,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Trek,Baldwin Bikes,Venita Daniel
727,259,Ginette Edwards,Baldwin,NY,2016-06-06,1,599.99,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,Baldwin Bikes,Venita Daniel
728,259,Ginette Edwards,Baldwin,NY,2016-06-06,2,1499.98,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,Baldwin Bikes,Venita Daniel
729,259,Ginette Edwards,Baldwin,NY,2016-06-06,2,939.98,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,Baldwin Bikes,Venita Daniel
730,259,Ginette Edwards,Baldwin,NY,2016-06-06,1,2899.99,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,Baldwin Bikes,Venita Daniel
731,260,Yvette Rogers,Franklin Square,NY,2016-06-06,2,599.98,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
732,260,Yvette Rogers,Franklin Square,NY,2016-06-06,2,1099.98,Electra Townie Original 21D - 2016,Comfort Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
733,260,Yvette Rogers,Franklin Square,NY,2016-06-06,1,1549.0,Surly Straggler - 2016,Cyclocross Bicycles,Surly,Baldwin Bikes,Marcelene Boyer
734,261,Pasquale Hogan,Vista,CA,2016-08-06,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,Santa Cruz Bikes,Mireya Copeland
735,261,Pasquale Hogan,Vista,CA,2016-08-06,2,1199.98,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,Santa Cruz Bikes,Mireya Copeland
736,261,Pasquale Hogan,Vista,CA,2016-08-06,2,858.0,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,Santa Cruz Bikes,Mireya Copeland
737,262,Matilda Larson,Harlingen,TX,2016-08-06,1,749.99,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,Rowlett Bikes,Layla Terrell
738,262,Matilda Larson,Harlingen,TX,2016-08-06,2,5999.98,Trek Conduit+ - 2016,Electric Bikes,Trek,Rowlett Bikes,Layla Terrell
739,263,Ai Forbes,Franklin Square,NY,2016-09-06,2,1499.98,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,Baldwin Bikes,Marcelene Boyer
740,263,Ai Forbes,Franklin Square,NY,2016-09-06,1,999.99,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,Baldwin Bikes,Marcelene Boyer
741,263,Ai Forbes,Franklin Square,NY,2016-09-06,1,2999.99,Trek Conduit+ - 2016,Electric Bikes,Trek,Baldwin Bikes,Marcelene Boyer
742,264,Charolette Rice,Sacramento,CA,2016-10-06,2,1059.98,Electra Moto 1 - 2016,Cruisers Bicycles,Electra,Santa Cruz Bikes,Genna Serrano
743,264,Charolette Rice,Sacramento,CA,2016-10-06,2,1099.98,Electra Townie Original 21D - 2016,Comfort Bicycles,Electra,Santa Cruz Bikes,Genna Serrano
744,264,Charolette Rice,Sacramento,CA,2016-10-06,1,1549.0,Surly Straggler - 2016,Cyclocross Bicycles,Surly,Santa Cruz Bikes,Genna Serrano
745,264,Charolette Rice,Sacramento,CA,2016-10-06,2,1999.98,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,Santa Cruz Bikes,Genna Serrano
746,265,Arnita Thomas,Orchard Park,NY,2016-10-06,2,5999.98,Trek Conduit+ - 2016,Electric Bikes,Trek,Baldwin Bikes,Venita Daniel
747,266,Lurline Rivers,Howard Beach,NY,2016-10-06,1,499.99,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,Baldwin Bikes,Venita Daniel
748,266,Lurline Rivers,Howard Beach,NY,2016-10-06,1,449.0,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Venita Daniel
749,266,Lurline Rivers,Howard Beach,NY,2016-10-06,2,939.98,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,Baldwin Bikes,Venita Daniel
750,267,Randolph Chase,San Lorenzo,CA,2016-11-06,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,Santa Cruz Bikes,Genna Serrano
751,267,Randolph Chase,San Lorenzo,CA,2016-11-06,2,539.98,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,Santa Cruz Bikes,Genna Serrano
752,267,Randolph Chase,San Lorenzo,CA,2016-11-06,2,599.98,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,Santa Cruz Bikes,Genna Serrano
753,267,Randolph Chase,San Lorenzo,CA,2016-11-06,1,549.99,Electra Townie Original 21D - 2016,Comfort Bicycles,Electra,Santa Cruz Bikes,Genna Serrano
754,267,Randolph Chase,San Lorenzo,CA,2016-11-06,2,7999.98,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,Santa Cruz Bikes,Genna Serrano
755,268,Shery Randolph,Ontario,CA,2016-11-06,2,939.98,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,Santa Cruz Bikes,Genna Serrano
756,268,Shery Randolph,Ontario,CA,2016-11-06,1,2999.99,Trek Conduit+ - 2016,Electric Bikes,Trek,Santa Cruz Bikes,Genna Serrano
757,268,Shery Randolph,Ontario,CA,2016-11-06,1,3999.99,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,Santa Cruz Bikes,Genna Serrano
758,269,Terrell Mathis,Selden,NY,2016-12-06,2,599.98,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
759,269,Terrell Mathis,Selden,NY,2016-12-06,1,1320.99,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,Baldwin Bikes,Marcelene Boyer
760,269,Terrell Mathis,Selden,NY,2016-12-06,1,449.0,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Marcelene Boyer
761,269,Terrell Mathis,Selden,NY,2016-12-06,1,999.99,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,Baldwin Bikes,Marcelene Boyer
762,270,Ethelyn Ray,Garden City,NY,2016-12-06,1,529.99,Electra Moto 1 - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Venita Daniel
763,270,Ethelyn Ray,Garden City,NY,2016-12-06,2,999.98,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,Baldwin Bikes,Venita Daniel
764,271,Christoper Mccall,Bay Shore,NY,2016-06-13,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Venita Daniel
765,271,Christoper Mccall,Bay Shore,NY,2016-06-13,2,939.98,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,Baldwin Bikes,Venita Daniel
766,271,Christoper Mccall,Bay Shore,NY,2016-06-13,2,3361.98,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,Baldwin Bikes,Venita Daniel
767,271,Christoper Mccall,Bay Shore,NY,2016-06-13,2,7999.98,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,Baldwin Bikes,Venita Daniel
768,272,Ezra Fowler,Nanuet,NY,2016-06-15,2,1499.98,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,Baldwin Bikes,Venita Daniel
769,272,Ezra Fowler,Nanuet,NY,2016-06-15,1,1680.99,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,Baldwin Bikes,Venita Daniel
770,273,Tona Velasquez,Whitestone,NY,2016-06-16,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,Baldwin Bikes,Venita Daniel
771,274,Octavia Case,New York,NY,2016-06-17,2,999.98,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,Baldwin Bikes,Venita Daniel
772,274,Octavia Case,New York,NY,2016-06-17,2,3361.98,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,Baldwin Bikes,Venita Daniel
773,274,Octavia Case,New York,NY,2016-06-17,2,5999.98,Trek Conduit+ - 2016,Electric Bikes,Trek,Baldwin Bikes,Venita Daniel
774,275,Rozanne Reyes,Garden City,NY,2016-06-17,1,499.99,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,Baldwin Bikes,Venita Daniel
775,275,Rozanne Reyes,Garden City,NY,2016-06-17,1,449.0,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Venita Daniel
776,275,Rozanne Reyes,Garden City,NY,2016-06-17,2,7999.98,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,Baldwin Bikes,Venita Daniel
777,276,Magali Dixon,Troy,NY,2016-06-18,1,429.0,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Marcelene Boyer
778,276,Magali Dixon,Troy,NY,2016-06-18,2,1999.98,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,Baldwin Bikes,Marcelene Boyer
779,276,Magali Dixon,Troy,NY,2016-06-18,2,5999.98,Trek Conduit+ - 2016,Electric Bikes,Trek,Baldwin Bikes,Marcelene Boyer
780,277,Thad Castro,Brentwood,NY,2016-06-19,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Venita Daniel
781,277,Thad Castro,Brentwood,NY,2016-06-19,2,1199.98,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Venita Daniel
782,277,Thad Castro,Brentwood,NY,2016-06-19,2,939.98,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,Baldwin Bikes,Venita Daniel
783,278,Raven Curtis,Lawndale,CA,2016-06-20,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,Santa Cruz Bikes,Genna Serrano
784,278,Raven Curtis,Lawndale,CA,2016-06-20,1,599.99,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,Santa Cruz Bikes,Genna Serrano
785,278,Raven Curtis,Lawndale,CA,2016-06-20,2,898.0,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,Santa Cruz Bikes,Genna Serrano
786,278,Raven Curtis,Lawndale,CA,2016-06-20,2,3361.98,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,Santa Cruz Bikes,Genna Serrano
787,279,Rosalba O'neal,Mount Vernon,NY,2016-06-21,1,499.99,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
788,280,Tomeka Higgins,Poughkeepsie,NY,2016-06-21,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Venita Daniel
789,280,Tomeka Higgins,Poughkeepsie,NY,2016-06-21,1,499.99,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,Baldwin Bikes,Venita Daniel
790,280,Tomeka Higgins,Poughkeepsie,NY,2016-06-21,2,1199.98,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,Baldwin Bikes,Venita Daniel
791,281,Cris Dunn,Pittsford,NY,2016-06-21,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,Baldwin Bikes,Venita Daniel
792,281,Cris Dunn,Pittsford,NY,2016-06-21,2,539.98,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,Baldwin Bikes,Venita Daniel
793,281,Cris Dunn,Pittsford,NY,2016-06-21,2,7999.98,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,Baldwin Bikes,Venita Daniel
794,282,Regina Burns,Garland,TX,2016-06-22,2,1199.98,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,Rowlett Bikes,Layla Terrell
795,282,Regina Burns,Garland,TX,2016-06-22,1,599.99,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Electra,Rowlett Bikes,Layla Terrell
796,282,Regina Burns,Garland,TX,2016-06-22,2,1999.98,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,Rowlett Bikes,Layla Terrell
797,282,Regina Burns,Garland,TX,2016-06-22,2,7999.98,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,Rowlett Bikes,Layla Terrell
798,283,Olevia Pitts,Redondo Beach,CA,2016-06-23,2,1199.98,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,Santa Cruz Bikes,Mireya Copeland
799,283,Olevia Pitts,Redondo Beach,CA,2016-06-23,1,2999.99,Trek Conduit+ - 2016,Electric Bikes,Trek,Santa Cruz Bikes,Mireya Copeland
800,284,Inger Jennings,Patchogue,NY,2016-06-23,2,1099.98,Electra Townie Original 21D - 2016,Comfort Bicycles,Electra,Baldwin Bikes,Venita Daniel
801,284,Inger Jennings,Patchogue,NY,2016-06-23,1,599.99,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Venita Daniel
802,285,Justin Newton,Apple Valley,CA,2016-06-25,1,549.99,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,Santa Cruz Bikes,Mireya Copeland
803,285,Justin Newton,Apple Valley,CA,2016-06-25,2,1199.98,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,Santa Cruz Bikes,Mireya Copeland
804,285,Justin Newton,Apple Valley,CA,2016-06-25,1,749.99,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,Santa Cruz Bikes,Mireya Copeland
805,286,Latasha Stanley,Rockville Centre,NY,2016-06-25,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
806,286,Latasha Stanley,Rockville Centre,NY,2016-06-25,2,1199.98,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
807,286,Latasha Stanley,Rockville Centre,NY,2016-06-25,2,1199.98,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
808,286,Latasha Stanley,Rockville Centre,NY,2016-06-25,1,3999.99,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,Baldwin Bikes,Marcelene Boyer
809,287,Delbert Wilkins,Coram,NY,2016-06-25,1,599.99,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
810,287,Delbert Wilkins,Coram,NY,2016-06-25,1,1320.99,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,Baldwin Bikes,Marcelene Boyer
811,287,Delbert Wilkins,Coram,NY,2016-06-25,1,749.99,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,Baldwin Bikes,Marcelene Boyer
812,287,Delbert Wilkins,Coram,NY,2016-06-25,1,1549.0,Surly Straggler - 2016,Cyclocross Bicycles,Surly,Baldwin Bikes,Marcelene Boyer
813,288,Ouida Gregory,Merrick,NY,2016-06-25,1,1549.0,Surly Straggler - 2016,Cyclocross Bicycles,Surly,Baldwin Bikes,Marcelene Boyer
814,288,Ouida Gregory,Merrick,NY,2016-06-25,1,2899.99,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,Baldwin Bikes,Marcelene Boyer
815,288,Ouida Gregory,Merrick,NY,2016-06-25,2,7999.98,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,Baldwin Bikes,Marcelene Boyer
816,289,Phyllis Hill,Syosset,NY,2016-06-27,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
817,289,Phyllis Hill,Syosset,NY,2016-06-27,1,549.99,Electra Townie Original 21D - 2016,Comfort Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
818,289,Phyllis Hill,Syosset,NY,2016-06-27,1,429.0,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Marcelene Boyer
819,290,Marni Bolton,Lancaster,NY,2016-06-28,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
820,290,Marni Bolton,Lancaster,NY,2016-06-28,2,2641.98,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,Baldwin Bikes,Marcelene Boyer
821,290,Marni Bolton,Lancaster,NY,2016-06-28,2,1499.98,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,Baldwin Bikes,Marcelene Boyer
822,291,Alane Kennedy,Spring Valley,NY,2016-06-29,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
823,291,Alane Kennedy,Spring Valley,NY,2016-06-29,2,939.98,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,Baldwin Bikes,Marcelene Boyer
824,292,Van Peters,Houston,TX,2016-06-29,2,898.0,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,Rowlett Bikes,Layla Terrell
825,292,Van Peters,Houston,TX,2016-06-29,2,3098.0,Surly Straggler - 2016,Cyclocross Bicycles,Surly,Rowlett Bikes,Layla Terrell
826,292,Van Peters,Houston,TX,2016-06-29,1,2899.99,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,Rowlett Bikes,Layla Terrell
827,293,Rubye Mccall,Troy,NY,2016-06-30,2,898.0,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Venita Daniel
828,293,Rubye Mccall,Troy,NY,2016-06-30,1,469.99,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,Baldwin Bikes,Venita Daniel
